Student ID,Signup Date,Year,Month,City,City Tier,Age Group,Gender,Course Name,Subject Category,Grade Level,Plan Type,Mode of Learning,Enrollment Status,Completion %,Revenue (INR),Course Rating
STU10526,2022-08-25,2022,Aug,Bhopal,Tier 2,11-14,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Trial - Not Converted,1.3,0.0,
STU11529,2022-08-25,2022,Aug,Jodhpur,Tier 3,11-14,Male,Robotics & AI Basics,Coding,6-8,Quarterly,Online,Trial - Not Converted,19.2,0.0,
STU11360,2022-08-25,2022,Aug,Mumbai,Tier 1,18+,Male,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Trial - Not Converted,19.2,0.0,
STU12870,2022-08-26,2022,Aug,Indore,Tier 2,11-14,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,94.0,6109.22,4.6
STU15765,2022-08-26,2022,Aug,Indore,Tier 2,15-17,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Quarterly,Offline,Trial - Not Converted,6.4,0.0,
STU13753,2022-08-27,2022,Aug,Pune,Tier 1,18+,Female,Class 6 Foundation,School Curriculum,6,Monthly,Offline,Trial - Not Converted,16.0,0.0,
STU15980,2022-08-27,2022,Aug,Ahmedabad,Tier 1,15-17,Male,Coding for Kids - Scratch,Coding,3-5,Quarterly,Online,Active,50.2,1888.52,4.4
STU15245,2022-08-28,2022,Aug,Chennai,Tier 1,6-10,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Trial - Not Converted,24.4,0.0,
STU10048,2022-08-28,2022,Aug,Kanpur,Tier 2,11-14,Female,NEET Crash Course,Competitive Exam,11-12,Quarterly,Offline,Active,79.0,11893.09,5.0
STU11949,2022-08-28,2022,Aug,Varanasi,Tier 3,11-14,Male,Class 8 Maths & Science,School Curriculum,8,Quarterly,Offline,Churned,25.5,3144.27,5.0
STU11614,2022-08-28,2022,Aug,Delhi,Tier 1,15-17,Male,NEET Crash Course,Competitive Exam,11-12,Quarterly,Online,Active,27.5,12697.89,4.9
STU12413,2022-08-28,2022,Aug,Varanasi,Tier 3,15-17,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,73.2,6340.23,4.9
STU15785,2022-08-28,2022,Aug,Varanasi,Tier 3,6-10,Male,Python for Beginners,Coding,6-8,Annual,Online,Active,91.2,7650.95,4.9
STU15600,2022-08-28,2022,Aug,Lucknow,Tier 2,15-17,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Trial - Not Converted,11.9,0.0,
STU13779,2022-08-28,2022,Aug,Bhopal,Tier 2,15-17,Female,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Completed,100.0,35705.36,4.9
STU12139,2022-08-28,2022,Aug,Jaipur,Tier 2,6-10,Male,NEET Crash Course,Competitive Exam,11-12,Annual,Online,Active,33.8,40990.04,4.4
STU10292,2022-08-29,2022,Aug,Lucknow,Tier 2,18+,Female,Python for Beginners,Coding,6-8,Monthly,Online,Trial - Not Converted,19.3,0.0,
STU12320,2022-08-29,2022,Aug,Guwahati,Tier 3,6-10,Female,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Active,26.6,36546.94,3.9
STU14722,2022-08-29,2022,Aug,Nagpur,Tier 2,6-10,Female,Class 10 CBSE Complete,School Curriculum,10,Annual,Online,Trial - Not Converted,16.5,0.0,
STU11654,2022-08-29,2022,Aug,Jodhpur,Tier 3,18+,Female,NEET Crash Course,Competitive Exam,11-12,Monthly,Online,Active,59.8,4218.9,4.5
STU13641,2022-08-29,2022,Aug,Kota,Tier 3,15-17,Female,Spoken English Mastery,Skill Development,All,Annual,Online,Trial - Not Converted,13.2,0.0,
STU11304,2022-08-29,2022,Aug,Indore,Tier 2,15-17,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Churned,19.7,4149.18,3.6
STU15360,2022-08-30,2022,Aug,Bengaluru,Tier 1,6-10,Female,NEET Crash Course,Competitive Exam,11-12,Monthly,Online,Churned,50.3,4045.36,4.3
STU11749,2022-08-30,2022,Aug,Varanasi,Tier 3,15-17,Male,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Active,57.4,33776.09,3.7
STU10978,2022-08-31,2022,Aug,Kolkata,Tier 1,15-17,Female,Python for Beginners,Coding,6-8,Monthly,Offline,Active,54.5,817.72,3.2
STU10243,2022-08-31,2022,Aug,Kota,Tier 3,18+,Female,Spoken English Mastery,Skill Development,All,Annual,Online,Completed,100.0,4787.47,2.8
STU11989,2022-08-31,2022,Aug,Hyderabad,Tier 1,6-10,Male,Python for Beginners,Coding,6-8,Monthly,Online,Completed,100.0,816.12,3.8
STU11783,2022-09-01,2022,Sep,Bhopal,Tier 2,18+,Female,NEET Crash Course,Competitive Exam,11-12,Quarterly,Online,Active,79.9,12448.62,3.8
STU14271,2022-09-01,2022,Sep,Kolkata,Tier 1,15-17,Female,Spoken English Mastery,Skill Development,All,Annual,Online,Active,99.3,4846.49,5.0
STU11141,2022-09-01,2022,Sep,Bhopal,Tier 2,11-14,Male,Python for Beginners,Coding,6-8,Annual,Online,Active,52.9,7407.27,4.5
STU11889,2022-09-01,2022,Sep,Hyderabad,Tier 1,18+,Female,JEE Main Foundation,Competitive Exam,11-12,Quarterly,Online,Active,81.0,10527.04,5.0
STU10341,2022-09-01,2022,Sep,Pune,Tier 1,18+,Male,Class 6 Foundation,School Curriculum,6,Quarterly,Online,Active,79.6,2508.36,4.8
STU14901,2022-09-02,2022,Sep,Kanpur,Tier 2,18+,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Monthly,Offline,Active,28.1,4627.09,3.4
STU15860,2022-09-02,2022,Sep,Delhi,Tier 1,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Completed,100.0,4163.52,3.1
STU14520,2022-09-02,2022,Sep,Chennai,Tier 1,18+,Female,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Trial - Not Converted,16.5,0.0,
STU12248,2022-09-02,2022,Sep,Chennai,Tier 1,15-17,Female,Class 10 CBSE Complete,School Curriculum,10,Monthly,Online,Active,92.0,1495.62,3.6
STU11921,2022-09-03,2022,Sep,Ahmedabad,Tier 1,11-14,Female,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Trial - Not Converted,6.1,0.0,
STU11528,2022-09-04,2022,Sep,Chennai,Tier 1,15-17,Male,Class 10 CBSE Complete,School Curriculum,10,Annual,Offline,Churned,26.7,14486.34,3.4
STU14967,2022-09-04,2022,Sep,Surat,Tier 2,6-10,Female,Python for Beginners,Coding,6-8,Annual,Online,Completed,100.0,7419.13,4.4
STU13681,2022-09-04,2022,Sep,Kolkata,Tier 1,6-10,Male,NEET Crash Course,Competitive Exam,11-12,Quarterly,Online,Active,99.5,11846.0,5.0
STU13725,2022-09-04,2022,Sep,Kanpur,Tier 2,6-10,Female,Class 10 CBSE Complete,School Curriculum,10,Monthly,Online,Active,99.0,1393.24,4.9
STU12868,2022-09-04,2022,Sep,Kolkata,Tier 1,6-10,Female,Python for Beginners,Coding,6-8,Quarterly,Online,Churned,50.2,2476.79,3.9
STU12900,2022-09-04,2022,Sep,Pune,Tier 1,11-14,Female,Python for Beginners,Coding,6-8,Annual,Online,Trial - Not Converted,24.9,0.0,
STU13472,2022-09-05,2022,Sep,Ranchi,Tier 3,15-17,Female,Class 6 Foundation,School Curriculum,6,Annual,Offline,Trial - Not Converted,10.7,0.0,
STU13882,2022-09-05,2022,Sep,Surat,Tier 2,11-14,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Offline,Churned,38.2,6539.41,3.4
STU14875,2022-09-05,2022,Sep,Delhi,Tier 1,6-10,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Trial - Not Converted,14.4,0.0,
STU12931,2022-09-05,2022,Sep,Pune,Tier 1,6-10,Male,Class 6 Foundation,School Curriculum,6,Quarterly,Online,Active,50.1,2614.37,3.5
STU10779,2022-09-05,2022,Sep,Mumbai,Tier 1,18+,Male,Coding for Kids - Scratch,Coding,3-5,Quarterly,Offline,Active,78.4,1842.7,4.5
STU12896,2022-09-05,2022,Sep,Delhi,Tier 1,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Annual,Offline,Active,81.8,14208.19,4.4
STU10198,2022-09-05,2022,Sep,Raipur,Tier 3,11-14,Male,Python for Beginners,Coding,6-8,Monthly,Online,Active,44.0,739.32,4.3
STU13168,2022-09-06,2022,Sep,Kanpur,Tier 2,15-17,Male,Class 8 Maths & Science,School Curriculum,8,Annual,Offline,Churned,34.4,10274.45,3.9
STU13324,2022-09-06,2022,Sep,Kanpur,Tier 2,11-14,Female,Python for Beginners,Coding,6-8,Quarterly,Online,Active,96.0,2261.6,4.0
STU13310,2022-09-06,2022,Sep,Jaipur,Tier 2,11-14,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Active,65.9,46111.65,4.4
STU10546,2022-09-06,2022,Sep,Ahmedabad,Tier 1,6-10,Female,Spoken English Mastery,Skill Development,All,Quarterly,Online,Churned,11.0,1480.64,3.9
STU12090,2022-09-07,2022,Sep,Bhopal,Tier 2,6-10,Male,Spoken English Mastery,Skill Development,All,Annual,Online,Active,92.4,4949.67,3.8
STU13591,2022-09-07,2022,Sep,Chennai,Tier 1,15-17,Male,Spoken English Mastery,Skill Development,All,Annual,Online,Active,43.3,5227.23,4.9
STU11867,2022-09-07,2022,Sep,Kolkata,Tier 1,15-17,Female,Class 8 Maths & Science,School Curriculum,8,Monthly,Online,Trial - Not Converted,4.0,0.0,
STU13618,2022-09-07,2022,Sep,Kanpur,Tier 2,18+,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,96.6,6725.2,3.5
STU12016,2022-09-07,2022,Sep,Kanpur,Tier 2,15-17,Male,Class 6 Foundation,School Curriculum,6,Annual,Online,Completed,100.0,8348.07,4.6
STU10480,2022-09-07,2022,Sep,Bengaluru,Tier 1,11-14,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Completed,100.0,45567.01,3.7
STU10506,2022-09-08,2022,Sep,Chennai,Tier 1,11-14,Male,Class 6 Foundation,School Curriculum,6,Annual,Online,Active,95.9,8040.81,3.6
STU11326,2022-09-09,2022,Sep,Chennai,Tier 1,18+,Male,Class 10 CBSE Complete,School Curriculum,10,Annual,Offline,Active,91.2,14207.85,4.5
STU10401,2022-09-09,2022,Sep,Bhopal,Tier 2,11-14,Male,Class 6 Foundation,School Curriculum,6,Annual,Online,Completed,100.0,8139.28,4.0
STU10575,2022-09-09,2022,Sep,Jodhpur,Tier 3,15-17,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Monthly,Offline,Completed,100.0,4664.39,3.8
STU12994,2022-09-10,2022,Sep,Pune,Tier 1,11-14,Male,Spoken English Mastery,Skill Development,All,Quarterly,Offline,Active,65.0,1498.88,4.7
STU11849,2022-09-10,2022,Sep,Ahmedabad,Tier 1,6-10,Female,Class 6 Foundation,School Curriculum,6,Annual,Online,Completed,100.0,7599.04,4.2
STU14621,2022-09-10,2022,Sep,Kolkata,Tier 1,11-14,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Monthly,Online,Active,32.5,5194.82,4.3
STU13308,2022-09-10,2022,Sep,Chennai,Tier 1,11-14,Female,NEET Crash Course,Competitive Exam,11-12,Annual,Online,Trial - Not Converted,17.5,0.0,
STU11295,2022-09-10,2022,Sep,Bengaluru,Tier 1,6-10,Female,Spoken English Mastery,Skill Development,All,Annual,Offline,Completed,100.0,4711.29,5.0
STU13904,2022-09-10,2022,Sep,Bengaluru,Tier 1,18+,Male,Spoken English Mastery,Skill Development,All,Annual,Online,Active,25.5,4533.17,5.0
STU15272,2022-09-10,2022,Sep,Jaipur,Tier 2,6-10,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Active,77.2,46692.44,3.7
STU14567,2022-09-10,2022,Sep,Mumbai,Tier 1,18+,Male,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Churned,29.3,34821.03,4.3
STU11071,2022-09-11,2022,Sep,Ahmedabad,Tier 1,6-10,Female,Class 6 Foundation,School Curriculum,6,Quarterly,Offline,Active,71.7,2370.54,3.6
STU13012,2022-09-11,2022,Sep,Hyderabad,Tier 1,18+,Male,NEET Crash Course,Competitive Exam,11-12,Monthly,Online,Completed,100.0,4216.6,3.4
STU11154,2022-09-11,2022,Sep,Hyderabad,Tier 1,18+,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Trial - Not Converted,9.2,0.0,
STU13607,2022-09-12,2022,Sep,Pune,Tier 1,6-10,Male,NEET Crash Course,Competitive Exam,11-12,Annual,Offline,Active,88.1,44820.51,4.8
STU14757,2022-09-12,2022,Sep,Mumbai,Tier 1,6-10,Female,JEE Main Foundation,Competitive Exam,11-12,Annual,Offline,Active,66.1,33804.8,4.6
STU14463,2022-09-13,2022,Sep,Bengaluru,Tier 1,6-10,Male,NEET Crash Course,Competitive Exam,11-12,Monthly,Online,Trial - Not Converted,24.8,0.0,
STU11950,2022-09-13,2022,Sep,Guwahati,Tier 3,6-10,Female,JEE Main Foundation,Competitive Exam,11-12,Annual,Offline,Active,60.3,34847.45,3.8
STU12719,2022-09-13,2022,Sep,Kanpur,Tier 2,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Annual,Online,Active,84.2,15610.69,4.2
STU12292,2022-09-14,2022,Sep,Hyderabad,Tier 1,18+,Male,Robotics & AI Basics,Coding,6-8,Monthly,Online,Trial - Not Converted,20.1,0.0,
STU11345,2022-09-14,2022,Sep,Surat,Tier 2,15-17,Male,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Active,32.5,38250.4,4.9
STU10086,2022-09-15,2022,Sep,Bengaluru,Tier 1,6-10,Female,Class 8 Maths & Science,School Curriculum,8,Annual,Online,Completed,100.0,9825.8,4.6
STU15358,2022-09-15,2022,Sep,Indore,Tier 2,18+,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Active,21.6,4458.89,3.8
STU15056,2022-09-15,2022,Sep,Chennai,Tier 1,15-17,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,81.3,6700.22,3.8
STU11930,2022-09-16,2022,Sep,Pune,Tier 1,6-10,Male,NEET Crash Course,Competitive Exam,11-12,Monthly,Offline,Active,74.8,3960.76,4.2
STU13234,2022-09-16,2022,Sep,Patna,Tier 2,11-14,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Monthly,Online,Active,32.7,4817.45,5.0
STU14804,2022-09-16,2022,Sep,Kanpur,Tier 2,6-10,Female,Python for Beginners,Coding,6-8,Monthly,Online,Churned,10.0,828.98,3.5
STU10927,2022-09-17,2022,Sep,Jaipur,Tier 2,15-17,Female,Python for Beginners,Coding,6-8,Annual,Online,Active,60.0,7218.74,3.9
STU10628,2022-09-17,2022,Sep,Surat,Tier 2,11-14,Female,Spoken English Mastery,Skill Development,All,Quarterly,Online,Trial - Not Converted,21.5,0.0,
STU10405,2022-09-17,2022,Sep,Jaipur,Tier 2,11-14,Male,Class 8 Maths & Science,School Curriculum,8,Annual,Online,Trial - Not Converted,8.2,0.0,
STU11350,2022-09-17,2022,Sep,Guwahati,Tier 3,18+,Female,Robotics & AI Basics,Coding,6-8,Annual,Offline,Active,71.0,12744.89,4.3
STU10495,2022-09-17,2022,Sep,Kota,Tier 3,18+,Female,JEE Main Foundation,Competitive Exam,11-12,Annual,Offline,Completed,100.0,37824.66,4.7
STU12812,2022-09-18,2022,Sep,Jodhpur,Tier 3,15-17,Female,Class 6 Foundation,School Curriculum,6,Annual,Offline,Trial - Not Converted,18.8,0.0,
STU11702,2022-09-18,2022,Sep,Jaipur,Tier 2,18+,Female,Robotics & AI Basics,Coding,6-8,Annual,Online,Completed,100.0,11533.94,4.0
STU15261,2022-09-18,2022,Sep,Hyderabad,Tier 1,6-10,Female,NEET Crash Course,Competitive Exam,11-12,Annual,Online,Active,36.6,40739.14,4.0
STU10410,2022-09-18,2022,Sep,Bengaluru,Tier 1,11-14,Female,JEE Main Foundation,Competitive Exam,11-12,Annual,Offline,Active,78.0,34798.43,4.7
STU11973,2022-09-18,2022,Sep,Hyderabad,Tier 1,11-14,Female,Robotics & AI Basics,Coding,6-8,Monthly,Online,Active,69.8,1222.12,4.6
STU10675,2022-09-19,2022,Sep,Bengaluru,Tier 1,6-10,Female,Spoken English Mastery,Skill Development,All,Monthly,Online,Trial - Not Converted,20.2,0.0,
STU13631,2022-09-19,2022,Sep,Varanasi,Tier 3,15-17,Male,Class 6 Foundation,School Curriculum,6,Annual,Online,Active,30.7,7543.01,4.7
STU12503,2022-09-19,2022,Sep,Patna,Tier 2,11-14,Female,NEET Crash Course,Competitive Exam,11-12,Quarterly,Offline,Active,46.0,13122.1,4.4
STU13746,2022-09-19,2022,Sep,Bengaluru,Tier 1,15-17,Female,Spoken English Mastery,Skill Development,All,Annual,Online,Active,79.4,4943.33,4.6
STU13442,2022-09-19,2022,Sep,Patna,Tier 2,6-10,Female,Coding for Kids - Scratch,Coding,3-5,Quarterly,Online,Completed,100.0,1853.17,3.6
STU12732,2022-09-19,2022,Sep,Indore,Tier 2,15-17,Female,Spoken English Mastery,Skill Development,All,Quarterly,Online,Active,32.4,1413.13,3.4
STU15142,2022-09-20,2022,Sep,Chennai,Tier 1,6-10,Female,Python for Beginners,Coding,6-8,Annual,Online,Active,39.4,7822.67,3.3
STU10739,2022-09-20,2022,Sep,Ahmedabad,Tier 1,11-14,Male,Class 6 Foundation,School Curriculum,6,Quarterly,Offline,Active,51.1,2295.43,4.0
STU10626,2022-09-20,2022,Sep,Chennai,Tier 1,18+,Male,Class 8 Maths & Science,School Curriculum,8,Annual,Offline,Active,32.3,10412.24,3.6
STU11152,2022-09-20,2022,Sep,Ahmedabad,Tier 1,6-10,Male,Class 6 Foundation,School Curriculum,6,Monthly,Online,Completed,100.0,798.25,4.5
STU14378,2022-09-20,2022,Sep,Bengaluru,Tier 1,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Annual,Offline,Active,87.8,13971.52,2.4
STU15048,2022-09-21,2022,Sep,Mumbai,Tier 1,18+,Female,Class 8 Maths & Science,School Curriculum,8,Annual,Online,Active,44.8,10291.47,3.4
STU13039,2022-09-21,2022,Sep,Kanpur,Tier 2,6-10,Female,JEE Main Foundation,Competitive Exam,11-12,Quarterly,Offline,Trial - Not Converted,4.8,0.0,
STU14088,2022-09-21,2022,Sep,Kota,Tier 3,6-10,Female,Spoken English Mastery,Skill Development,All,Quarterly,Online,Active,51.4,1488.44,4.3
STU10525,2022-09-21,2022,Sep,Nagpur,Tier 2,11-14,Female,Robotics & AI Basics,Coding,6-8,Annual,Online,Active,67.9,12926.5,3.4
STU14721,2022-09-22,2022,Sep,Mumbai,Tier 1,6-10,Male,Python for Beginners,Coding,6-8,Monthly,Online,Active,61.0,783.83,3.1
STU11514,2022-09-22,2022,Sep,Lucknow,Tier 2,11-14,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,28.2,6098.5,4.1
STU10887,2022-09-22,2022,Sep,Lucknow,Tier 2,15-17,Female,Python for Beginners,Coding,6-8,Annual,Online,Active,96.0,8110.7,4.4
STU14025,2022-09-22,2022,Sep,Patna,Tier 2,6-10,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Churned,39.2,6829.98,3.8
STU10162,2022-09-22,2022,Sep,Kolkata,Tier 1,15-17,Female,Class 6 Foundation,School Curriculum,6,Quarterly,Online,Completed,100.0,2502.8,4.2
STU11456,2022-09-23,2022,Sep,Bhopal,Tier 2,15-17,Female,Python for Beginners,Coding,6-8,Monthly,Online,Churned,20.1,714.12,4.4
STU15552,2022-09-23,2022,Sep,Chennai,Tier 1,15-17,Male,Robotics & AI Basics,Coding,6-8,Monthly,Online,Active,20.7,1304.24,3.3
STU12390,2022-09-23,2022,Sep,Surat,Tier 2,15-17,Female,Coding for Kids - Scratch,Coding,3-5,Monthly,Online,Trial - Not Converted,1.5,0.0,
STU15861,2022-09-23,2022,Sep,Nagpur,Tier 2,11-14,Male,Python for Beginners,Coding,6-8,Quarterly,Online,Active,75.0,2319.78,4.3
STU15528,2022-09-23,2022,Sep,Bengaluru,Tier 1,11-14,Male,Class 6 Foundation,School Curriculum,6,Quarterly,Online,Active,58.8,2394.07,3.8
STU13436,2022-09-23,2022,Sep,Kolkata,Tier 1,15-17,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Active,87.0,52180.36,3.3
STU12299,2022-09-23,2022,Sep,Varanasi,Tier 3,11-14,Male,Class 6 Foundation,School Curriculum,6,Annual,Online,Churned,11.1,8155.68,4.4
STU13460,2022-09-23,2022,Sep,Bengaluru,Tier 1,15-17,Male,Class 8 Maths & Science,School Curriculum,8,Annual,Offline,Active,38.1,9044.83,4.6
STU13106,2022-09-24,2022,Sep,Mumbai,Tier 1,15-17,Male,Spoken English Mastery,Skill Development,All,Annual,Online,Completed,100.0,4536.26,5.0
STU15167,2022-09-24,2022,Sep,Chennai,Tier 1,18+,Male,Python for Beginners,Coding,6-8,Annual,Online,Active,47.0,7759.2,4.1
STU13533,2022-09-25,2022,Sep,Guwahati,Tier 3,15-17,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Quarterly,Online,Active,62.9,15714.91,4.4
STU10699,2022-09-25,2022,Sep,Pune,Tier 1,11-14,Female,Spoken English Mastery,Skill Development,All,Annual,Online,Trial - Not Converted,24.2,0.0,
STU13411,2022-09-26,2022,Sep,Mumbai,Tier 1,18+,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Monthly,Offline,Trial - Not Converted,16.2,0.0,
STU12506,2022-09-26,2022,Sep,Delhi,Tier 1,6-10,Male,Python for Beginners,Coding,6-8,Quarterly,Online,Churned,16.2,2191.91,4.7
STU11167,2022-09-26,2022,Sep,Jodhpur,Tier 3,11-14,Female,Spoken English Mastery,Skill Development,All,Monthly,Online,Active,81.3,488.49,4.0
STU14330,2022-09-26,2022,Sep,Bhopal,Tier 2,18+,Male,Class 10 CBSE Complete,School Curriculum,10,Monthly,Offline,Active,87.5,1470.43,5.0
STU10870,2022-09-26,2022,Sep,Delhi,Tier 1,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Offline,Active,92.1,4154.38,3.1
STU15527,2022-09-26,2022,Sep,Surat,Tier 2,15-17,Male,Spoken English Mastery,Skill Development,All,Annual,Online,Active,82.5,5249.15,3.5
STU10882,2022-09-27,2022,Sep,Mumbai,Tier 1,11-14,Female,Class 8 Maths & Science,School Curriculum,8,Quarterly,Offline,Churned,20.1,2800.35,4.4
STU13092,2022-09-27,2022,Sep,Patna,Tier 2,11-14,Female,Python for Beginners,Coding,6-8,Quarterly,Online,Completed,100.0,2284.33,3.8
STU13803,2022-09-27,2022,Sep,Hyderabad,Tier 1,6-10,Male,Class 8 Maths & Science,School Curriculum,8,Monthly,Offline,Active,23.7,1024.54,4.5
STU10462,2022-09-27,2022,Sep,Hyderabad,Tier 1,11-14,Male,Class 6 Foundation,School Curriculum,6,Annual,Offline,Completed,100.0,8309.27,3.5
STU12598,2022-09-27,2022,Sep,Hyderabad,Tier 1,11-14,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Quarterly,Offline,Completed,100.0,13817.93,4.1
STU12384,2022-09-28,2022,Sep,Raipur,Tier 3,11-14,Female,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Active,33.4,38065.14,4.7
STU14503,2022-09-28,2022,Sep,Hyderabad,Tier 1,11-14,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Trial - Not Converted,1.9,0.0,
STU13624,2022-09-29,2022,Sep,Bengaluru,Tier 1,18+,Male,Class 6 Foundation,School Curriculum,6,Quarterly,Offline,Trial - Not Converted,15.1,0.0,
STU15241,2022-09-29,2022,Sep,Mumbai,Tier 1,18+,Female,Python for Beginners,Coding,6-8,Annual,Online,Active,67.1,7450.77,4.4
STU15590,2022-09-29,2022,Sep,Varanasi,Tier 3,18+,Female,Python for Beginners,Coding,6-8,Quarterly,Online,Active,40.5,2186.25,4.0
STU10088,2022-09-29,2022,Sep,Patna,Tier 2,6-10,Male,Class 6 Foundation,School Curriculum,6,Annual,Online,Active,54.0,7600.63,4.3
STU13897,2022-09-30,2022,Sep,Kanpur,Tier 2,11-14,Male,NEET Crash Course,Competitive Exam,11-12,Quarterly,Offline,Completed,100.0,13084.02,4.2
STU14693,2022-09-30,2022,Sep,Jodhpur,Tier 3,15-17,Male,Robotics & AI Basics,Coding,6-8,Quarterly,Online,Completed,100.0,3549.67,3.9
STU14605,2022-10-01,2022,Oct,Jaipur,Tier 2,18+,Female,NEET Crash Course,Competitive Exam,11-12,Monthly,Online,Trial - Not Converted,22.2,0.0,
STU13303,2022-10-02,2022,Oct,Kolkata,Tier 1,6-10,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Quarterly,Offline,Active,49.2,15647.96,4.2
STU10214,2022-10-02,2022,Oct,Mumbai,Tier 1,18+,Male,Python for Beginners,Coding,6-8,Annual,Online,Active,72.7,8077.18,4.9
STU12291,2022-10-02,2022,Oct,Varanasi,Tier 3,18+,Male,Spoken English Mastery,Skill Development,All,Monthly,Online,Active,73.6,504.79,4.7
STU12231,2022-10-02,2022,Oct,Kanpur,Tier 2,15-17,Female,Coding for Kids - Scratch,Coding,3-5,Quarterly,Online,Active,25.7,1896.79,4.2
STU13534,2022-10-02,2022,Oct,Hyderabad,Tier 1,15-17,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,44.0,6160.33,4.4
STU13086,2022-10-02,2022,Oct,Ahmedabad,Tier 1,11-14,Female,Coding for Kids - Scratch,Coding,3-5,Monthly,Online,Active,79.9,642.71,3.6
STU15275,2022-10-03,2022,Oct,Surat,Tier 2,15-17,Female,Python for Beginners,Coding,6-8,Monthly,Online,Trial - Not Converted,23.9,0.0,
STU10798,2022-10-04,2022,Oct,Bengaluru,Tier 1,15-17,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Churned,53.5,50895.66,4.3
STU11956,2022-10-04,2022,Oct,Hyderabad,Tier 1,6-10,Female,Python for Beginners,Coding,6-8,Annual,Offline,Churned,48.1,7138.25,4.9
STU10770,2022-10-04,2022,Oct,Mumbai,Tier 1,18+,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Active,22.4,52003.67,4.7
STU15848,2022-10-04,2022,Oct,Ahmedabad,Tier 1,6-10,Male,Python for Beginners,Coding,6-8,Monthly,Online,Active,40.1,793.74,3.3
STU10864,2022-10-04,2022,Oct,Hyderabad,Tier 1,15-17,Female,Class 6 Foundation,School Curriculum,6,Quarterly,Online,Completed,100.0,2554.72,4.5
STU12987,2022-10-04,2022,Oct,Jodhpur,Tier 3,15-17,Female,Coding for Kids - Scratch,Coding,3-5,Monthly,Online,Completed,100.0,616.53,4.3
STU12496,2022-10-04,2022,Oct,Bengaluru,Tier 1,6-10,Male,Class 6 Foundation,School Curriculum,6,Annual,Online,Churned,20.6,7676.27,2.9
STU14486,2022-10-05,2022,Oct,Indore,Tier 2,15-17,Female,Python for Beginners,Coding,6-8,Annual,Online,Active,54.4,7874.96,4.9
STU11026,2022-10-05,2022,Oct,Delhi,Tier 1,15-17,Male,Class 10 CBSE Complete,School Curriculum,10,Annual,Online,Active,36.2,15511.6,3.9
STU11733,2022-10-05,2022,Oct,Chennai,Tier 1,6-10,Female,Python for Beginners,Coding,6-8,Monthly,Online,Active,75.4,807.86,3.9
STU11281,2022-10-05,2022,Oct,Hyderabad,Tier 1,11-14,Female,Class 10 CBSE Complete,School Curriculum,10,Annual,Online,Trial - Not Converted,3.8,0.0,
